date,min,max,median,q1,q3,stdev,count
2020-10-27T00:00:00.000Z,0.9,25.05,3.09,2,5.33,6.49,452
2020-10-28T00:00:00.000Z,1.33,7.5,2.7,2.2,3.6,1,466
2020-10-29T00:00:00.000Z,1.95,10.83,3.7,3.1,5.4,1.772,459
2020-10-30T00:00:00.000Z,0.8,13.2,3.63,2.73,5.07,2.16,478
2020-10-31T00:00:00.000Z,1.33,14.3,2.93,2.29,4.69,2.663,484
2020-11-01T00:00:00.000Z,0.9,13.27,4.83,2.17,9.27,3.59,481
2020-11-02T00:00:00.000Z,0.15,14.17,2.58,1.25,4.43,3.605,428
2020-11-03T00:00:00.000Z,0.5,4.09,1.23,1.03,1.47,0.355,457
2020-11-04T00:00:00.000Z,0.97,3.73,1.97,1.77,2.23,0.412,339
2020-11-05T00:00:00.000Z,0.5,2.33,1,0.8,1.23,0.313,296
2020-11-06T00:00:00.000Z,0.2,4.7,0.7,0.5,1.27,0.573,318
2020-11-07T00:00:00.000Z,0.6,15.63,1.64,1.1,2.5,1.859,382
2020-11-08T00:00:00.000Z,0.6,5.8,1.3,0.9,2.23,1.072,355
2020-11-09T00:00:00.000Z,0.8,9.02,1.47,1.2,2.2,1.653,282
2020-11-10T00:00:00.000Z,1.4,5.5,3.3,2.8,3.9,0.798,329
2020-11-11T00:00:00.000Z,2.2,13.1,5.57,3.1,10.1,3.375,343
2020-11-12T00:00:00.000Z,10.07,22.03,12.9,11.6,17.73,3.223,289
2020-11-13T00:00:00.000Z,4.17,11.47,7,5.9,7.97,1.464,311
2020-11-14T00:00:00.000Z,2,12.17,5.59,4.23,7.6,2.289,336
2020-11-15T00:00:00.000Z,4.9,29.13,9.52,6.85,14.4,6.211,293
2020-11-16T00:00:00.000Z,2.7,28.7,14.14,10.1,19.32,7.333,282
2020-11-17T00:00:00.000Z,0.43,4.5,1.6,1.2,2.06,0.654,314
2020-11-18T00:00:00.000Z,0.17,10.9,1.05,0.5,1.75,0.871,371
2020-11-19T00:00:00.000Z,0.2,4.07,1.2,0.6,2.17,0.943,370
2020-11-20T00:00:00.000Z,0.3,9.67,0.8,0.6,1.2,0.661,370
2020-11-21T00:00:00.000Z,0.47,3,1.1,0.9,1.27,0.338,307
2020-11-22T00:00:00.000Z,0.3,3.2,1.7,1.3,2.06,0.62,307
2020-11-23T00:00:00.000Z,0.3,1.6,0.6,0.5,0.7,0.145,277
2020-11-24T00:00:00.000Z,0.5,11.87,1.62,0.8,2.47,1.727,286
2020-11-25T00:00:00.000Z,0.7,8.47,3.4,2.31,3.87,1.228,300
2020-11-26T00:00:00.000Z,0.73,9.73,3.47,1.53,6.87,2.778,287
2020-11-27T00:00:00.000Z,0.6,2.5,1.1,0.9,1.47,0.403,274
2020-11-28T00:00:00.000Z,0.9,3.43,2.06,1.5,2.5,0.565,279
2020-11-29T00:00:00.000Z,1.77,8.63,3.4,2.63,4.67,1.646,287
2020-11-30T00:00:00.000Z,1.5,10.27,5.2,4.07,6.47,2.155,258
2020-12-01T00:00:00.000Z,2.2,9.93,3.7,3.1,4.8,1.982,233
2020-12-02T00:00:00.000Z,1.7,12.63,6.07,4.5,7.39,2.104,233
2020-12-03T00:00:00.000Z,4.76,12.1,6.87,5.93,8.4,1.462,231
2020-12-04T00:00:00.000Z,1.2,12,3.6,2.6,5.67,2.289,267
2020-12-05T00:00:00.000Z,4.03,18.37,14.32,13.49,15.37,3.771,252
2020-12-06T00:00:00.000Z,8.47,25.77,15.89,10.4,19,4.427,346
2020-12-07T00:00:00.000Z,2.8,13.3,4.3,3.7,8.13,3.206,291
2020-12-08T00:00:00.000Z,3.27,8.63,5.23,4.76,6.14,1.065,281
2020-12-09T00:00:00.000Z,2.8,11.03,6.15,4.4,7.13,1.817,254
2020-12-10T00:00:00.000Z,3.8,11.1,7.4,5.03,8.67,1.941,263
2020-12-11T00:00:00.000Z,2.6,14.2,6.33,5.7,8.15,2.177,313
2020-12-12T00:00:00.000Z,2.9,17.37,7.63,5.7,10.02,2.577,315
2020-12-13T00:00:00.000Z,1.5,18,5.53,4.26,12,4.316,302
2020-12-14T00:00:00.000Z,2.5,9.47,4.09,3.39,4.5,1.163,281
2020-12-15T00:00:00.000Z,3.23,16.27,7.1,5.7,9.57,2.569,307
2020-12-16T00:00:00.000Z,0.4,8.52,1.27,0.8,2.13,2.048,308
2020-12-17T00:00:00.000Z,1.43,7.6,3.19,2.65,4.87,1.399,284
2020-12-18T00:00:00.000Z,0.1,5.5,1.65,0.5,3.07,1.37,308
2020-12-19T00:00:00.000Z,3.63,9.23,6.4,5.6,7.2,1.191,289
2020-12-20T00:00:00.000Z,2.63,21.7,9.5,7.25,12.24,4.634,305
2020-12-21T00:00:00.000Z,2.06,6.17,3,2.72,3.43,0.556,300
2020-12-22T00:00:00.000Z,1,8.19,3.42,2.47,4.69,1.44,280
2020-12-23T00:00:00.000Z,0.4,2,1.02,0.8,1.23,0.31,304
2020-12-24T00:00:00.000Z,0.4,2.17,0.92,0.73,1.2,0.371,280
2020-12-25T00:00:00.000Z,0.4,1.9,0.93,0.77,1.17,0.265,309
2020-12-26T00:00:00.000Z,0.7,9.5,2,1.57,2.43,1.563,296
2020-12-27T00:00:00.000Z,0.73,6.8,2.9,1.5,3.87,1.563,301
2020-12-28T00:00:00.000Z,0.4,7.47,5.3,4.3,6.07,1.618,295
2020-12-29T00:00:00.000Z,1.07,7.9,3.67,2.15,5.07,1.748,288
2020-12-30T00:00:00.000Z,0.53,11.77,2.2,0.97,4.73,2.722,291
2020-12-31T00:00:00.000Z,0.93,31.93,2.1,1.67,2.87,2.657,307
2021-01-01T00:00:00.000Z,1.4,33.33,3.3,2.43,6.42,6.904,293
2021-01-02T00:00:00.000Z,0.9,8.27,2.8,2.13,4.43,1.405,266
2021-01-03T00:00:00.000Z,0.4,2.9,1.3,1,1.53,0.426,257
2021-01-04T00:00:00.000Z,0.97,4,2.5,1.8,2.8,0.672,243
2021-01-05T00:00:00.000Z,0.73,2.7,1.6,1.3,1.9,0.428,262
2021-01-06T00:00:00.000Z,0.9,4.7,2.2,1.9,2.57,0.52,238
2021-01-07T00:00:00.000Z,0.9,4.59,2.6,1.87,2.93,0.758,257
2021-01-08T00:00:00.000Z,1.57,6.7,2.8,2.19,4.73,1.383,281
2021-01-09T00:00:00.000Z,3.2,16.17,5.09,4.37,7.77,2.629,286
2021-01-10T00:00:00.000Z,0.97,7.97,2.27,1.8,2.73,1.205,278
2021-01-11T00:00:00.000Z,0.37,10.19,1.42,0.72,1.9,1.79,260
2021-01-12T00:00:00.000Z,0.2,1.9,0.9,0.67,1.1,0.351,266
2021-01-13T00:00:00.000Z,0.4,9.47,3.35,1,4.4,1.898,260
2021-01-14T00:00:00.000Z,1.57,8.67,3.7,2.5,4.42,1.518,261
2021-01-15T00:00:00.000Z,1.47,4.09,2.1,1.83,2.5,0.493,284
2021-01-16T00:00:00.000Z,0.8,3.13,1.5,1.23,1.67,0.341,260
2021-01-17T00:00:00.000Z,0.3,4.33,1.7,0.7,2.5,0.978,246
2021-01-18T00:00:00.000Z,1.7,5.37,3.67,2.6,4.09,0.89,230
2021-01-19T00:00:00.000Z,4.09,9.83,6.47,5.17,7.57,1.348,208
2021-01-20T00:00:00.000Z,4.57,25.33,12.02,6.63,16.8,5.562,258
2021-01-21T00:00:00.000Z,0.9,13.5,3.43,1.9,5.13,2.856,243
2021-01-22T00:00:00.000Z,0.3,8.13,1.77,1.53,2.06,1.365,262
2021-01-23T00:00:00.000Z,0.43,5.77,2,1.39,3.01,1.117,261
2021-01-24T00:00:00.000Z,1.1,5.57,3.23,2.57,3.7,0.855,281
2021-01-25T00:00:00.000Z,0.4,1.7,0.95,0.8,1.1,0.225,244
2021-01-26T00:00:00.000Z,0.4,2.27,1.33,0.7,1.67,0.49,259
2021-01-27T00:00:00.000Z,0.9,6.73,1.3,1.19,1.82,0.812,229
2021-01-28T00:00:00.000Z,1.47,3.6,2.2,1.9,2.5,0.444,273
2021-01-29T00:00:00.000Z,2.1,3.93,3,2.7,3.3,0.394,219
2021-01-30T00:00:00.000Z,1.3,4.09,2.2,1.9,2.57,0.493,248
2021-01-31T00:00:00.000Z,0.77,7.97,1.9,1.43,3.07,1.371,268
2021-02-01T00:00:00.000Z,1.5,6.13,3.27,2.42,3.67,0.846,220
2021-02-02T00:00:00.000Z,0.4,3.83,1.9,1.1,2.8,0.921,240
2021-02-03T00:00:00.000Z,2.1,4.67,3.5,3.01,3.83,0.546,148
2021-02-04T00:00:00.000Z,1.2,4.4,2,1.7,2.57,0.692,261
2021-02-05T00:00:00.000Z,1.47,5.13,3.1,2.35,3.7,0.91,241
2021-02-06T00:00:00.000Z,0.9,3.87,1.77,1.47,2.13,0.508,246
2021-02-07T00:00:00.000Z,0.8,3.23,1.5,1.2,1.8,0.395,241
2021-02-08T00:00:00.000Z,0.7,2.06,1.1,1,1.2,0.207,259
2021-02-09T00:00:00.000Z,0.6,2.27,1.2,0.93,1.5,0.345,237
2021-02-10T00:00:00.000Z,0.97,2.2,1.4,1.27,1.6,0.232,243
2021-02-11T00:00:00.000Z,0.87,6.6,1.59,1.3,1.87,0.643,218
2021-02-12T00:00:00.000Z,0.77,2.77,1.37,1.1,1.57,0.324,267
2021-02-13T00:00:00.000Z,0.4,1.73,0.9,0.8,1.07,0.217,256
2021-02-14T00:00:00.000Z,0.4,1.9,0.8,0.63,1,0.303,238
2021-02-15T00:00:00.000Z,1,3.23,2,1.77,2.27,0.411,245
2021-02-16T00:00:00.000Z,0.7,3.07,1.8,1.6,2,0.45,236
2021-02-17T00:00:00.000Z,0.5,1.7,1.02,0.9,1.2,0.237,232
2021-02-18T00:00:00.000Z,0.8,7.47,1.67,1.2,2.73,1.613,271
2021-02-19T00:00:00.000Z,7.07,37.77,16.55,12.78,27.25,8.654,224
2021-02-20T00:00:00.000Z,1.8,17.32,4.23,3.59,6.35,2.618,244
2021-02-21T00:00:00.000Z,3.2,9.19,5.55,4.37,7.37,1.587,260
2021-02-22T00:00:00.000Z,2.47,17,8.47,5.03,10,3.088,215
2021-02-23T00:00:00.000Z,6.57,24.97,11.37,8.73,19.17,5.684,230
2021-02-24T00:00:00.000Z,1.73,17.07,7.73,4.9,14.2,4.647,231
2021-02-25T00:00:00.000Z,1.3,5.43,2.67,2.25,3.37,0.903,235
2021-02-26T00:00:00.000Z,0.1,5.03,0.53,0.33,2.09,1.039,224
2021-02-27T00:00:00.000Z,0.2,2,0.6,0.3,1,0.413,214
2021-02-28T00:00:00.000Z,0.5,5.07,1.1,0.9,1.93,0.67,263
2021-03-01T00:00:00.000Z,0.67,2.77,1.5,1.27,1.77,0.402,237
2021-03-02T00:00:00.000Z,0.3,3.58,0.87,0.67,1.7,0.703,251
2021-03-03T00:00:00.000Z,0.5,3.7,1.8,1.23,2.42,0.738,225
2021-03-04T00:00:00.000Z,0.4,4.09,0.9,0.7,1.27,0.518,232
2021-03-05T00:00:00.000Z,0.4,4.67,0.9,0.63,1.5,0.89,247
2021-03-06T00:00:00.000Z,0.2,1.63,0.7,0.6,0.8,0.195,239
2021-03-07T00:00:00.000Z,0.3,1.4,0.7,0.6,0.8,0.178,263
2021-03-08T00:00:00.000Z,0.4,2.7,1.07,0.9,1.33,0.4,241
2021-03-09T00:00:00.000Z,0.67,5.07,1.2,0.97,2.15,0.884,256
2021-03-10T00:00:00.000Z,1.5,4.23,2.5,2.1,3.2,0.619,232
2021-03-11T00:00:00.000Z,1,30.8,8.1,1.8,17.57,8.943,241
2021-03-12T00:00:00.000Z,0.5,20.3,2.63,1.43,10.9,5.845,249
2021-03-13T00:00:00.000Z,1.03,7.7,2.4,2,3.07,0.916,246
2021-03-14T00:00:00.000Z,0.8,6.07,2.1,1.63,2.7,0.795,246
2021-03-15T00:00:00.000Z,0.5,6.9,1.89,1.5,3,1.316,222
2021-03-16T00:00:00.000Z,0.3,7.3,1.39,0.9,4.87,2.112,230
2021-03-17T00:00:00.000Z,1,4.3,1.57,1.37,2,0.657,257
2021-03-18T00:00:00.000Z,0.3,2.73,1.1,0.8,1.45,0.501,236
2021-03-19T00:00:00.000Z,0.53,2.57,1.1,0.9,1.33,0.346,221
2021-03-20T00:00:00.000Z,0.6,3.1,1.4,1.1,1.7,0.396,222
2021-03-21T00:00:00.000Z,0.23,1.6,0.6,0.5,0.8,0.244,204
2021-03-22T00:00:00.000Z,0.15,1.2,0.5,0.39,0.7,0.23,236
2021-03-23T00:00:00.000Z,0.4,4.93,0.9,0.7,1.2,0.398,301
2021-03-24T00:00:00.000Z,1.7,6.13,3.57,3.03,4.23,0.99,175
2021-03-25T00:00:00.000Z,0.9,6.03,2.06,1.51,2.7,0.975,217
2021-03-26T00:00:00.000Z,1.52,21.93,5.42,3.83,9.23,5.774,158
2021-03-27T00:00:00.000Z,1.2,46.9,27.88,16.94,36.88,12.038,156
2021-03-28T00:00:00.000Z,0.2,32.33,1.7,0.85,2.29,7.17,109
2021-03-29T00:00:00.000Z,0.2,6.6,1.27,0.63,2.9,1.299,187
2021-03-30T00:00:00.000Z,0.5,2.9,1.52,1.12,2.02,0.555,215
2021-03-31T00:00:00.000Z,0.2,3.1,0.9,0.7,1.55,0.766,196
2021-04-01T00:00:00.000Z,0.2,1.2,0.6,0.4,0.77,0.211,174
2021-04-02T00:00:00.000Z,0.3,1.33,0.6,0.5,0.72,0.148,201
2021-04-03T00:00:00.000Z,0.3,1.7,0.63,0.5,0.8,0.225,210
2021-04-04T00:00:00.000Z,0.7,3.6,1.5,1.1,2.5,0.785,188
2021-04-05T00:00:00.000Z,0.3,2.6,0.9,0.72,1.14,0.393,145
2021-04-06T00:00:00.000Z,0.23,1.27,0.5,0.4,0.6,0.155,242
2021-04-07T00:00:00.000Z,0.2,2.29,0.9,0.67,1.27,0.428,165
2021-04-08T00:00:00.000Z,0.4,3.53,0.93,0.8,1.3,0.446,186
2021-04-09T00:00:00.000Z,0.4,2.37,1.2,0.93,1.5,0.433,184
2021-04-10T00:00:00.000Z,0.3,1.97,0.87,0.7,1.03,0.298,163
2021-04-11T00:00:00.000Z,0.5,2.97,1.1,0.87,1.35,0.397,93
2021-04-12T00:00:00.000Z,0.5,9.93,2.13,0.73,3.87,2.528,79
2021-04-13T00:00:00.000Z,0.53,2.4,0.9,0.79,1.09,0.248,108
2021-04-14T00:00:00.000Z,0.4,1.4,0.8,0.5,1,0.254,114
2021-04-15T00:00:00.000Z,0.5,1.8,1.1,0.89,1.4,0.336,101
2021-04-16T00:00:00.000Z,0.6,2.57,1.27,1.08,1.52,0.357,129
2021-04-17T00:00:00.000Z,0.6,4.57,1.23,1,1.5,0.454,146
2021-04-18T00:00:00.000Z,0.93,8.73,1.5,1.23,1.73,1.314,132
2021-04-19T00:00:00.000Z,1,3.63,1.53,1.3,1.73,0.363,129
2021-04-20T00:00:00.000Z,0.8,2.17,1.3,1.1,1.48,0.267,116
2021-04-21T00:00:00.000Z,0.9,4.32,1.5,1.3,2,0.553,111
2021-04-22T00:00:00.000Z,0.2,3.37,0.8,0.4,1.4,0.893,118
2021-04-23T00:00:00.000Z,0.3,1.2,0.6,0.5,0.7,0.144,111
2021-04-24T00:00:00.000Z,0.3,1.7,0.6,0.5,0.8,0.226,127
2021-04-25T00:00:00.000Z,0.3,1.4,0.7,0.6,0.8,0.216,162
2021-04-26T00:00:00.000Z,0.56,1.43,0.9,0.8,1.03,0.187,137
2021-04-27T00:00:00.000Z,0.6,1.73,0.9,0.8,1.07,0.19,127
2021-04-28T00:00:00.000Z,0.5,2.1,1.03,0.8,1.37,0.351,122
2021-04-29T00:00:00.000Z,0.6,2.9,1.21,0.9,2.23,0.7,118
2021-04-30T00:00:00.000Z,0.4,2.6,1.17,0.7,1.42,0.475,105
2021-05-01T00:00:00.000Z,0.47,3.3,1.4,1,1.8,0.613,136
2021-05-02T00:00:00.000Z,0.56,1.6,1.02,0.9,1.2,0.21,129
2021-05-03T00:00:00.000Z,0.67,1.9,1.1,0.9,1.27,0.256,124
2021-05-04T00:00:00.000Z,0.8,8.13,1.4,1.12,4.9,2.33,119
2021-05-05T00:00:00.000Z,0.3,6,0.7,0.5,1.9,1.08,122
2021-05-06T00:00:00.000Z,0.4,11,1.2,0.8,2.29,2.102,112
2021-05-07T00:00:00.000Z,0.6,3.83,1.6,1.38,1.92,0.736,121
2021-05-08T00:00:00.000Z,1,3.5,1.93,1.4,2.5,0.647,124
2021-05-09T00:00:00.000Z,1,14.03,3.1,2.06,6.4,3.686,147
2021-05-10T00:00:00.000Z,2.47,12.73,3.88,3.2,10.03,3.447,133
2021-05-11T00:00:00.000Z,1.92,5.07,3.5,2.97,3.9,0.61,123
2021-05-12T00:00:00.000Z,1.83,3.8,2.5,2.22,2.9,0.484,117
2021-05-13T00:00:00.000Z,2.42,15.35,5.82,4.38,8.98,3.876,146
2021-05-14T00:00:00.000Z,1.7,18.3,6.07,2.29,15.4,5.96,131
2021-05-15T00:00:00.000Z,1.1,15.65,4.37,2.6,7.8,3.567,146
2021-05-16T00:00:00.000Z,1.07,7.57,1.92,1.6,5.47,2.098,147
2021-05-17T00:00:00.000Z,0.7,6.8,2.02,1.51,3.51,1.509,129
2021-05-18T00:00:00.000Z,0.68,9.97,1.4,1.1,5.77,2.837,112
2021-05-19T00:00:00.000Z,0.7,2.1,1.33,1.2,1.5,0.275,146
2021-05-20T00:00:00.000Z,0.9,3.2,2,1.42,2.6,0.621,151
2021-05-21T00:00:00.000Z,0.47,2.93,1.1,0.89,1.5,0.572,144
2021-05-22T00:00:00.000Z,0.5,3.23,1.5,1.1,2.29,0.756,121
2021-05-23T00:00:00.000Z,0.7,3.97,2.08,1.8,2.5,0.608,156
2021-05-24T00:00:00.000Z,0.63,4.53,1.8,1.26,3.23,1.05,148
2021-05-25T00:00:00.000Z,0.7,4.8,2.33,1.47,2.83,1.08,165
2021-05-26T00:00:00.000Z,0.4,4.37,1.09,0.7,1.57,0.83,160
2021-05-27T00:00:00.000Z,0.2,1.1,0.5,0.4,0.6,0.166,148
2021-05-28T00:00:00.000Z,0.4,6.07,4.24,2.52,4.84,1.437,154
2021-05-29T00:00:00.000Z,1.08,6.45,1.6,1.45,1.75,0.552,132
2021-05-30T00:00:00.000Z,1.4,4.03,2.2,1.95,2.57,0.595,166
2021-05-31T00:00:00.000Z,0.6,3.92,1.6,1.3,2.04,0.744,128
2021-06-01T00:00:00.000Z,0.77,2.52,1.5,1.3,1.8,0.353,168
2021-06-02T00:00:00.000Z,1.4,2.8,2,1.8,2.25,0.295,131
2021-06-03T00:00:00.000Z,1.45,3.03,2.2,1.99,2.4,0.306,144
2021-06-04T00:00:00.000Z,1.12,4.2,2.29,1.7,3.15,0.811,144
2021-06-05T00:00:00.000Z,1.9,6.38,2.54,2.29,3.4,0.806,157
2021-06-06T00:00:00.000Z,1.35,4.68,3,2.58,3.6,0.727,183
2021-06-07T00:00:00.000Z,1.6,5.6,4.03,3.41,4.47,0.754,313
2021-06-08T00:00:00.000Z,3.95,13.77,5.7,5.2,6.3,1.956,234
2021-06-09T00:00:00.000Z,3.42,11.07,6.55,4.7,8.73,2.167,259
2021-06-10T00:00:00.000Z,1.3,6.4,2.4,2.08,3.08,1.31,174
2021-06-11T00:00:00.000Z,1.55,9.88,2.67,2.25,3.07,0.763,177
2021-06-12T00:00:00.000Z,0.9,5.09,2.25,1.4,3.25,1.199,162
2021-06-13T00:00:00.000Z,0.5,5.32,1.2,0.8,1.4,0.593,159
2021-06-14T00:00:00.000Z,1,4.03,2.04,1.32,2.89,0.85,193
2021-06-15T00:00:00.000Z,0.4,2.15,0.8,0.6,1.3,0.411,179
2021-06-16T00:00:00.000Z,0.73,3,1.35,1.14,1.73,0.455,167
2021-06-17T00:00:00.000Z,0.9,8.55,2.17,1.9,2.64,0.66,232
2021-06-18T00:00:00.000Z,1.65,10.5,7,2.4,7.88,2.604,238
2021-06-19T00:00:00.000Z,0.4,10.9,2.7,1.45,6.66,2.977,269
2021-06-20T00:00:00.000Z,5.03,36.9,9.34,8.19,11.7,2.85,302
2021-06-21T00:00:00.000Z,0.9,13.52,5.35,3.98,8.66,3.257,268
2021-06-22T00:00:00.000Z,2.4,13.52,5.8,5.14,7.38,1.972,225
2021-06-23T00:00:00.000Z,1.55,4.18,2.7,2.29,3.05,0.512,282
2021-06-24T00:00:00.000Z,1.92,9,2.95,2.6,3.41,1.715,260
2021-06-25T00:00:00.000Z,1,140.69,3.45,2.8,9.18,8.72,293
2021-06-26T00:00:00.000Z,1.1,8.69,2.25,1.83,3.15,1.515,303
2021-06-27T00:00:00.000Z,1.65,5.75,3.04,2.5,4.2,0.957,302
2021-06-28T00:00:00.000Z,2.65,15.23,4.34,3.47,5.18,1.185,287
2021-06-29T00:00:00.000Z,1.98,7.75,3.5,2.8,4.82,1.493,313
2021-06-30T00:00:00.000Z,0.98,8.1,4.28,2.65,5.2,1.826,291
2021-07-01T00:00:00.000Z,0.93,3.8,1.63,1.45,2.1,0.451,256
2021-07-02T00:00:00.000Z,1.2,4.88,2.83,2.1,3.2,0.801,240
2021-07-03T00:00:00.000Z,1.3,4.57,3.03,2.58,3.42,0.64,326
2021-07-04T00:00:00.000Z,1.65,5.13,2.97,2.6,3.7,0.734,317
2021-07-05T00:00:00.000Z,2.25,4.5,3.3,3.05,3.69,0.487,257
2021-07-06T00:00:00.000Z,1.6,6.57,3.85,3.24,4.68,0.972,301
2021-07-07T00:00:00.000Z,2.9,13.9,6,4.34,7.5,2.145,263
2021-07-08T00:00:00.000Z,1.1,6.5,1.77,1.5,4.25,1.582,287
2021-07-09T00:00:00.000Z,1.08,4.97,2.2,1.7,2.78,0.803,331
2021-07-10T00:00:00.000Z,1.1,11.75,4.84,3.9,5.88,2.021,317
2021-07-11T00:00:00.000Z,0.3,4.28,2.04,1.6,2.69,0.895,361
2021-07-12T00:00:00.000Z,1.5,4.84,2.58,2.22,3.25,0.734,262
2021-07-13T00:00:00.000Z,1.5,8.15,2.97,2.42,4.8,1.7,223
2021-07-14T00:00:00.000Z,2.52,17.55,4.71,3.38,6.57,3.191,254
2021-07-15T00:00:00.000Z,7.93,20.6,11.54,9.85,13.8,3.028,302
2021-07-16T00:00:00.000Z,0.9,14.45,2.25,1.51,4.12,2.587,261
2021-07-17T00:00:00.000Z,4.07,13.45,5.68,5.15,6.68,2.215,317
2021-07-18T00:00:00.000Z,0.9,13.43,2.2,1.52,7,3.074,273
2021-07-19T00:00:00.000Z,0.5,1.65,1.05,0.87,1.21,0.246,248
2021-07-20T00:00:00.000Z,1,3.28,1.7,1.3,2.7,0.722,257
2021-07-21T00:00:00.000Z,0.25,1.38,0.6,0.43,0.8,0.225,172
2021-07-22T00:00:00.000Z,0.7,3.63,2.2,1.8,2.6,0.641,154
2021-07-23T00:00:00.000Z,0.65,3.55,1.48,1.1,2,0.687,293
2021-07-24T00:00:00.000Z,0.95,4.25,2.58,2.2,2.87,0.558,284
2021-07-25T00:00:00.000Z,1.65,5.22,2.97,2.57,3.3,0.568,316
2021-07-26T00:00:00.000Z,1.8,7.82,3.42,2.7,4.78,1.289,323
2021-07-27T00:00:00.000Z,2.78,12.23,5.43,4.07,6.97,1.863,347
2021-07-28T00:00:00.000Z,3.72,14,9.49,8.82,10.5,1.505,342
2021-07-29T00:00:00.000Z,0.6,7.53,2.2,1.27,4.34,1.816,300
2021-07-30T00:00:00.000Z,0.38,2,0.9,0.77,1.12,0.279,247
2021-07-31T00:00:00.000Z,1.5,95.97,2.75,2.27,3.35,7.026,259
2021-08-01T00:00:00.000Z,1.2,5.32,1.89,1.6,2.33,0.506,242
2021-08-02T00:00:00.000Z,0.3,2.15,0.95,0.6,1.41,0.456,245
2021-08-03T00:00:00.000Z,0.3,1.85,0.6,0.5,0.7,0.181,251
2021-08-04T00:00:00.000Z,0.45,3.33,1,0.73,1.2,0.334,219
2021-08-05T00:00:00.000Z,0.52,2.04,1.13,0.82,1.5,0.372,246
2021-08-06T00:00:00.000Z,0.65,1.92,1.12,0.95,1.35,0.262,308
2021-08-07T00:00:00.000Z,0.6,4.57,1.9,1.7,2.2,0.604,325
2021-08-08T00:00:00.000Z,1,4.7,2.02,1.77,2.75,0.813,291
2021-08-09T00:00:00.000Z,1.25,5.55,1.92,1.67,3.2,1.194,229
2021-08-10T00:00:00.000Z,0.73,13.38,2.95,2.1,3.85,1.381,295
2021-08-11T00:00:00.000Z,2.08,5.18,2.95,2.63,3.33,0.53,233
2021-08-12T00:00:00.000Z,1.7,5.82,2.45,2.13,3.1,0.92,275
2021-08-13T00:00:00.000Z,2.27,6.82,4.28,3.59,4.98,0.995,532
2021-08-14T00:00:00.000Z,1,63,2,1.6,2.8,3.161,447
2021-08-15T00:00:00.000Z,0.2,3.03,1.08,0.77,1.67,0.639,462
2021-08-16T00:00:00.000Z,1.35,5.72,2.15,1.9,2.5,0.651,518
2021-08-17T00:00:00.000Z,0.68,9.52,2.02,1.42,3.57,2.188,536
2021-08-18T00:00:00.000Z,0.3,15.18,1.6,1,2.1,2.778,452
2021-08-19T00:00:00.000Z,0.2,4.43,0.7,0.54,0.87,0.436,549
2021-08-20T00:00:00.000Z,0.25,2.04,0.8,0.55,1.3,0.423,517
2021-08-21T00:00:00.000Z,0.2,1.8,0.6,0.45,0.8,0.245,550
2021-08-22T00:00:00.000Z,0.5,13.48,0.9,0.77,1,0.585,514
2021-08-23T00:00:00.000Z,0.68,4.15,1.4,1.1,1.72,0.496,560
2021-08-24T00:00:00.000Z,0.88,4.25,1.6,1.38,1.85,0.384,484
2021-08-25T00:00:00.000Z,0.15,4.43,0.7,0.35,2.17,1.07,526
2021-08-26T00:00:00.000Z,0.47,6.25,3.63,1.23,4.2,1.515,388
2021-08-27T00:00:00.000Z,1.1,5.63,3.33,2.8,4.3,0.949,421
2021-08-28T00:00:00.000Z,2.7,8.75,4.65,3.72,5,0.931,370
2021-08-29T00:00:00.000Z,3.03,6.2,4.88,4.57,5.28,0.543,400
2021-08-30T00:00:00.000Z,2.85,7.03,4.07,3.6,4.72,0.769,518
2021-08-31T00:00:00.000Z,1.02,6.97,2,1.67,3.9,1.674,534
2021-09-01T00:00:00.000Z,0.7,4.68,2.52,1.85,3.22,0.917,516
2021-09-02T00:00:00.000Z,0.47,7.72,2.38,1.12,5.5,2.229,514
2021-09-03T00:00:00.000Z,0.3,3.5,0.82,0.6,1.5,0.874,538
2021-09-04T00:00:00.000Z,0.32,6.37,0.7,0.6,0.87,0.526,540
2021-09-05T00:00:00.000Z,0.52,5.7,0.97,0.8,1.2,0.494,459
2021-09-06T00:00:00.000Z,0.88,8.38,1.85,1.5,2.1,0.535,475
2021-09-07T00:00:00.000Z,1.8,5.75,3.3,2.85,4,0.847,453
2021-09-08T00:00:00.000Z,1.45,7.65,2.63,2.1,5.18,1.539,574
2021-09-09T00:00:00.000Z,2.38,14.27,5.68,4.18,6.72,1.725,501
2021-09-10T00:00:00.000Z,3.15,15.02,5.65,4.72,7.28,2.424,566
2021-09-11T00:00:00.000Z,4.57,18.39,9.44,7.44,11.93,2.437,569
2021-09-12T00:00:00.000Z,0.3,26.15,4.32,2.64,9.59,5.887,565
2021-09-13T00:00:00.000Z,0.2,2.1,0.8,0.6,1.02,0.289,561
2021-09-14T00:00:00.000Z,0.56,2.35,1.14,1,1.47,0.326,579
2021-09-15T00:00:00.000Z,0.3,2.5,1,0.7,1.6,0.557,567
2021-09-16T00:00:00.000Z,0.7,3.88,1.77,1.23,2.33,0.634,570
2021-09-17T00:00:00.000Z,0.6,4.7,2.9,1.8,3.2,0.923,572
2021-09-18T00:00:00.000Z,0.9,5.23,1.9,1.6,2.13,0.495,564
2021-09-19T00:00:00.000Z,1.2,6.33,2.33,1.9,2.8,0.583,567
